,product_information,product_id
389,"ProduktbeschreibungArtikelnummer 1299104Zutaten & AllergeneZutaten: Zutaten: KÄSEREIMILCH, Speisesalz, mikrobielles Lab, Käsereikulturen, Laktase.Allergenhinweise: Milch und Milcherzeugnisse (einschließlich Lactose)NährwerteDurchschnittliche Nährwertepro 100 gEnergie972 kJEnergie234 kcalFett18 gFett, davon gesättigte Fettsäuren12,5 gKohlenhydrate1 gKohlenhydrate, davon Zucker1 gEiweiß17 gSalz0,3 gArtikeldetailsMarke: REWE frei vonNettofüllmenge: 220 GEigenschaften: LaktosefreiUrsprungsland: ÖsterreichAbtropfgewicht: 125 gKontaktKontaktname: Berglandmilch eGenKontaktadresse: Schubertstr. 30, 4600 Wels, ÖsterreichFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1299104
799,"ProduktbeschreibungArtikelnummer 1302314Zutaten & AllergeneZutaten: Wasser, grüne Oliven, Meersalz, Säuerungsmittel Milchsäure.  Kann Spuren von Mandeln enthalten. Zusatzstoffe: E 270NährwerteDurchschnittliche Nährwertepro 100 gEnergie594 kJEnergie144 kcalFett14,3 gFett, davon gesättigte Fettsäuren2,3 gKohlenhydrate1,1 gKohlenhydrate, davon Zucker< 0,1 gEiweiß1,2 gSalz3 gHinweiseAufbewahrungshinweise: Nach dem Öffnen gekühlt lagern und innerhalb weniger Tage verzehren.Verwendungshinweise: Trocken lagern. Vor Wärme schützen.ArtikeldetailsMarke: REWE Beste WahlNettofüllmenge: 280 GUrsprungsland: SpanienAbtropfgewicht: 135 gKontaktKontaktname: Intercomm Foods S.A.Kontaktadresse: 8Th klm RoadLarissa - Sykourin, Larissa, 41222, GriechenlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1302314
273,"Gefahren- / WarnhinweiseFür Kinder bis 6 Jahre: Nur erbsengroße Menge Zahnpasta benutzen. Zur Vermeidung übermäßigen Verschluckens Zähneputzen nur unter Aufsicht. Bei zusätzlicher Aufnahme von Fluorid den Zahnarzt oder Arzt befragen.ProduktbeschreibungArtikelnummer 1306878Die Colgate Zahnpasta Komplett extra frisch sorgt für einen kompletten Rundum-Schutz der Zähne. Mit Gelstreifen mit erfrischendem Minzgeschmack - für extra frischen Atem. InhaltsstoffeAqua, Glycerin, Hydrated Silica, Sodium Lauryl Sulfate, Cellulose Gum, Aroma, Sodium Fluoride, Sodium Saccharin, Limonene, Cl 77891, Cl 74160, CI74260. Enthält: Natriumfluorid 0,32% w/w (1450 ppm F"""""""""""""""")ArtikeldetailsMarke: ColgateUrsprungsland: PolenSorte: Extra frischLaufzeit nach Öffnen: 12 MonateKontaktKontaktname: Colgate Palmolive GABA GmbHKontaktadresse: Beim Strohhause 17 Hamburg 20097Maximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1306878
142,"ProduktbeschreibungArtikelnummer 1328789Babyspinat, Endiviensalat, Radicchio.

Bei diesen Produkten bieten wir Ihnen beste Frische und Qualität. Bitte beachten Sie daher, dass dieser Salat nur eine sehr kurze Restlaufzeit hat und das Mindesthaltbarkeits-/ Verbrauchsdatum auch tagesaktuell sein kann. Zutaten & AllergeneZutaten: Endivien (mind.44%), Frisée (mind.6%), junge Spinatblätter (mind.3%), Radicchio (mind. 3%)NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie63 kJEnergie15 kcalFett0,28 gFett, davon gesättigte Fettsäuren0,04 gKohlenhydrate0,46 gKohlenhydrate, davon Zucker0,4 gBallaststoffe2,88 gEiweiß1,32 gSalz0,06 gHinweiseAufbewahrungs- und Verwendungshinweis: Nach dem Öffnen schnell zu verzehrenBei + 1°C bis +7°C aufbewahrenArtikeldetailsMarke: FloretteUrsprungsland: FrankreichKontaktKontaktname: Florette Deutschland GmbHKontaktadresse: Mikroforum Ring 3 D-55234 WendelsheimFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1328789
275,"ProduktbeschreibungArtikelnummer 1364275ZAHNFLEISCHPFLEGE: pflegt das Zahnfleisch 
ANGENEHMER GESCHMACK: Mit natürlichem Salbeiöl 
FRISCHE: gibt sofort frischen Atem 
""ANTIBAKTERIELL: Pflege mit antibakterieller Formel * 
 
*in Labortests getestet"" 
ALKOHOLFREI: für die tägliche Mundhygiene InhaltsstoffePropylene Glycol, PEG-6, Aroma, Bisabolol, Aqua, Zinc Chloride, Cetylpiridinium Chloride, Sodium Saccharin, Salvia Officinalis, Eugenol, Limonene, Linalool, Citronellol.HinweiseAufbewahrungs- und Verwendungshinweis: Einige Spritzer Odol Plus in ein halbvolles Glas mit Wasser geben. Regelmäßig morgens und abends den Mund spülen. Nicht schlucken.ArtikeldetailsMarke: OdolSorte: PlusLaufzeit nach Öffnen: 24 MonateKontaktKontaktname: GlaxoSmithKline Consumer Healthcare GmbH & Co. KGKontaktadresse: D-77815 BühlFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1364275
668,"ProduktbeschreibungArtikelnummer 1383493Frisch für dich aus unserer Servicetheke. 
 
Zutaten: Schweinefleisch, Nitritpökelsalz (Speisesalz), Konservierungsstoff: Natriumnitrit, Gewürze, Gewürzextrakte, Dextrose, Antioxidationsmittel: Natriumascorbat, Verdickungsmittel: E407a, Geschmacksverstärker: Mononatriumglutamat, Aroma. Zutaten & AllergeneAllergenhinweise: nullNährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.311 kJEnergie316 kcalFett26 gFett, davon gesättigte Fettsäuren13 gKohlenhydrate0,5 gKohlenhydrate, davon Zucker0,5 gEiweiß20 gSalz2,4 gArtikeldetailsMarke: WiesbauerFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1383493
800,"ProduktbeschreibungArtikelnummer 1423305REWE-Zentral AG, Domstr. 20, 50668 Köln Zutaten & AllergeneZutaten: Grüne Chilis 30,5%, Zitronengras 17,1%, Knoblauch, Salz, Schalotten 9,4%, Zucker, Galgant 3,5%, Kaffir-Limettenschalen 1,4%, Koriandersaat, Cumin, Kurkuma, Pfeffer weiß.      Kann Spuren von Soja, Fisch, Erdnuss, Sesam, Krebstieren, Milch, Senf und Gluten enthalten.NährwerteDurchschnittliche Nährwertepro 100 gEnergie406 kJEnergie96 kcalFett0,4 gFett, davon gesättigte Fettsäuren0,1 gKohlenhydrate19,7 gKohlenhydrate, davon Zucker9,1 gEiweiß2,3 gSalz12 gHinweiseAufbewahrungshinweise: Nach dem Öffnen im Kühlschrank aufbewahren.Verwendungshinweise: Trocken lagern und vor Licht schützen.ArtikeldetailsMarke: REWE Beste WahlUrsprungsland: ThailandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1423305
681,"ProduktbeschreibungArtikelnummer 1424183Saftiger gekochter Schinken aus ausgewählten Schlegeln, nach klassischer Rezeptur gegart. Aromatisch im Geschmack und zart im Biss ist dieser duftende Schinken eine internationale Delikatesse. Zutaten & AllergeneZutaten: Schweinefleisch, Speisesalz, Säureregulatoren (Natriumlactat, Natriumacetate), Emulgator Mono-und Diglyceride von Speisefettsäuren, Säuerungsmittel Milchsäure, natürliche Aromen, Dextrose, Antioxidationsmittel Natriumascorbat, Konservierungsstoff Natriumnitrit. Zusatzstoffe: E 250, E 262, E 270, E 301, E 325, E 471NährwerteDurchschnittliche Nährwertepro 100 gEnergie588 kJEnergie140 kcalFett6 gFett, davon gesättigte Fettsäuren2,5 gKohlenhydrate0,5 gKohlenhydrate, davon Zucker0,5 gBallaststoffe0 gEiweiß21 gSalz2 gArtikeldetailsMarke: REWE Feine WeltKontaktKontaktname: SALUMIFICIO FRATELLI BERETTA S.p.A.Kontaktadresse: Via Fratelli Bandiera 12;20056;Trezzo sull' Adda (Mi);ITAFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1424183
136,"ProduktbeschreibungArtikelnummer 1424200Zarter Rohschinken, feine Salami und gepörkelter, luftgetrockneter Schweinenacken zu einer köstlichen Auswahl vereint. Traditionell zubereitet nach Originalrezeptur- ein Genuss für jeden Gaumen. Zutaten & AllergeneZutaten: siehe Einzelsorten  KEINE Zusatzstoffe: E 250, E 252, E 301NährwerteDurchschnittliche Nährwertepro 100 gEnergie1.272 kJEnergie306 kcalFett21,5 gFett, davon gesättigte Fettsäuren8,6 gKohlenhydrate0,3 gKohlenhydrate, davon Zucker0,3 gBallaststoffe0 gEiweiß27,7 gSalz4,66 gArtikeldetailsMarke: REWE Feine WeltKontaktKontaktname: SALUMIFICIO FRATELLI BERETTA S.p.A.Kontaktadresse: Via Fratelli Bandiera 12;20056;Trezzo sull' Adda (Mi);ITAFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1424200
81,"ProduktbeschreibungArtikelnummer 1428871Frankreich, Italien; Kl.: I; Ursprungsland und Klasse können je nach Angebot abweichen.

Sind im online Shop bei einem Produkt alternative Herkunftsländer angegeben, so gilt das an der Ware ausgezeichnete Herkunftsland, welches Sie bei Warenlieferung überprüfen können. Für die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1428871
71,"ProduktbeschreibungArtikelnummer 1460408mild-nussige Note

Im mittleren Preissegment angesiedelt, stellen sie für preisbewusste Genießer die perfekte Alternative zu unseren würzig-feinen Seeberger Pinienkernen dar.

Milde Pinienkerne sind in den praktischen 50 g- oder 150 g-Sichtfenster-Flachbeuteln erhältlich.

Mit dem Trend hin zur mediterranen Küche erfreuen sich Pinienkerne auch bei uns immer größerer Beliebtheit.

Durch ihre mild-nussige Note eignen sich die Milden Pinienkerne ideal für die Zubereitung vieler leckerer Rezepte. Durch ihre mild-nussige Note eignen sich die milden Seeberger Pinienkerne als Topping auf herzhaften Gerichten, Nudelspeisen oder in Salaten. 
Aber auch süßen Speisen verleihen sie das gewisse Etwas.Zutaten & AllergeneZutaten: PINIENKERNE Kann Spuren von Schalenfrüchten (z.B. Nüssen und Steinfrüchten) und Erdnüssen enthalten.Allergenhinweise: PinienkerneEnthält: Kann enthalten: Nüsse und Nusserzeugnisse. Erdnüsse und Erdnusserzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie3.033 kJEnergie735 kcalFett71 gFett, davon gesättigte Fettsäuren5,8 gKohlenhydrate5,8 gKohlenhydrate, davon Zucker3,3 gEiweiß17 gSalz0,03 gHinweiseAufbewahrungs- und Verwendungshinweis: Vor Wärme und Feuchtigkeit geschützt aufbewahren.Information: Unter Schutzatmosphäre verpackt.ArtikeldetailsMarke: SeebergerUrsprungsland: DeutschlandKontaktKontaktname: Seeberger GmbHKontaktadresse: Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland / Allemagne / GermanyFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1460408
676,"ProduktbeschreibungArtikelnummer 1494585Zutaten & AllergeneZutaten: Hähnchenbrust, jodiertes Nitritpökelsalz (Speisesalz, Konservierungsstoff: Natriumnitrit; Kaliumiodat), Dextrose, Gewürze, Gewürzextrakte, Stabilisator: Triphosphate; Antioxidationsmittel: Natriumascorbat.Allergenhinweise: Enthält: Keine deklarationspflichtigen Allergene enthalten.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie431 kJEnergie102 kcalFett2 gFett, davon gesättigte Fettsäuren0,7 gKohlenhydrate1 gKohlenhydrate, davon Zucker0,5 gEiweiß20 gSalz2,1 gHinweiseAufbewahrungs- und Verwendungshinweis: trocken, lichtgeschütztArtikeldetailsMarke: WiesenhofUrsprungsland: DeutschlandKontaktKontaktname: WIESENHOF Geflügelwurst GmbH & Co. KGKontaktadresse: Industriestrasse 40, 33397 RietbergFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1494585
114,"ProduktbeschreibungArtikelnummer 1921068Zutaten & AllergeneZutaten: Schweinefleisch, Speck, Chili (3,5 %), Salz, Sojaeiweiß (1,3%), Gewürze, Kräuter, Laktose, Milcheiweiß (0,4%), Dextrose, Säureregulatoren : Citronensäure, Natriumacetat; Stabilisator: Polyphosphate, Antioxidationsmittel: Natriumascorbat, Konservierungsstoffe: Kaliumnitrat, Natriumnitrit; Starterkulturen, essbare Hülle aus Naturdarm vom Schwein.Allergenhinweise: Enthält SOJAEIWEIß, LAKTOSE und MILCHEIWEIß.Enthält: Soja und Sojaerzeugnisse. Milchzucker (Laktose). Milch und Milcherzeugnisse (einschließlich Lactose).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.926 kJEnergie466 kcalFett43 gFett, davon gesättigte Fettsäuren14 gKohlenhydrate2,7 gKohlenhydrate, davon Zucker1,7 gEiweiß17 gSalz3,1 gHinweiseAufbewahrungs- und Verwendungshinweis: Bei maximal +7 °C lagern. Nach dem Öffnen innerhalb von 2 Tagen verzehren.Information: Unter Schutzatmosphäre verpackt.Essbare Hülle aus Naturdarm vom Schwein.Identitätskennzeichen: FR 81.144.022 CEArtikeldetailsMarke: CampofrioUrsprungsland: FrankreichServiervorschlag: Grillen/BratenKontaktKontaktname: Campofrio Food Group, S. A.U.Kontaktadresse: Avenida de Europa 24, 28108 Alcobendas (Madrid), SpanienMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1921068
711,"ProduktbeschreibungArtikelnummer 1940316Frisch für dich aus unserer Servicetheke. Für die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.Bei abgewogenen Waren zahlen Sie die im Markt tatsächlich gewogene Menge. Der bei Abholung oder Lieferung zu zahlende Betrag kann deshalb von dem hier angegebenen Betrag abweichen. Für die Berechnung des hier angegebenen Betrags wird ein Durchschnittsgewicht des jeweiligen Artikels zu Grunde gelegt.",1940316
178,"ProduktbeschreibungArtikelnummer 1963658Zutaten & AllergeneZutaten: WEIZENMEHL, Kartoffelstärke, Sonnenblumenöl, MAGERMILCHPULVER, Olivenöl (6,6%), modifizierte Maisstärke, Glukosesirup, BUTTERMILCHPULVER, Meersalz (2%), Salz, Backtriebmittel: Ammoniumhydrogencarbonat. Kann Spuren von Schalenfrüchten, Sojabohnen und Eiern enthalten. Die hervorgehobenen Zutaten können bei Personen mit Allergien und Unverträglichkeiten Reaktionen verursachen.Allergenhinweise: Enthält: Weizen und Weizenerzeugnisse (glutenhaltiges Getreide). Milch und Milcherzeugnisse (einschließlich Lactose). Glutenhaltiges Getreide und glutenhaltige Getreideerzeugnisse. Kann enthalten: Eier und Eierzeugnisse. Nüsse und Nusserzeugnisse. Soja und Sojaerzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.790 kJEnergie425 kcalFett11,5 gFett, davon gesättigte Fettsäuren1,5 gKohlenhydrate68,7 gKohlenhydrate, davon Zucker11 gBallaststoffe5,5 gEiweiß9 gSalz2,38 gHinweiseAufbewahrungs- und Verwendungshinweis: Trocken, vor Licht und Wärme geschützt lagern.ArtikeldetailsMarke: WasaUrsprungsland: ItalienSorte: Sea SaltKontaktKontaktname: Barilla Deutschland GmbH, Bereich WasaKontaktadresse: Wasastraße 10, D-29229 CelleMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1963658
109,"ProduktbeschreibungArtikelnummer 1993564Zutaten & AllergeneZutaten: Füllung: Schweinefleisch (20 %), Trinkwasser, Spinat, WEIZENMEHL, Zwiebeln, Speck, Stärke, Speisesalz, VOLLEI**, Petersilie, Gewürze (enthält SELLERIE), Stabilisator (Natriumcitrate), Hefe, Zucker, Traubenzucker, Gewürzextrakte. Teigmantel: HARTWEIZENGRIESS, Trinkwasser, VOLLEI**, Speisesalz. Kann Spuren von SENF enthalten. *Laktosegehalt max. 0,01 g / 100 g. ** Eier aus Bodenhaltung - ohne Kükentöten.Allergenhinweise: Enthält: Weizen und Weizenerzeugnisse (glutenhaltiges Getreide). Eier und Eierzeugnisse. Sellerie und Sellerieerzeugnisse. Kann enthalten: Senf- und Senferzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie928 kJEnergie221 kcalFett8,6 gFett, davon gesättigte Fettsäuren3,4 gKohlenhydrate27 gKohlenhydrate, davon Zucker1,7 gEiweiß8,4 gSalz1,5 gHinweiseAufbewahrungs- und Verwendungshinweis: Ungeöffnet bei unter +7°C mindestens haltbar bis: siehe StempelInformation: unter Schutzatmosphäre verpacktArtikeldetailsMarke: SetteleUrsprungsland: DeutschlandKontaktKontaktname: Settele GmbH & Co. KGKontaktadresse: Messerschmittstraße 53, 89231 Neu-UlmFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",1993564
192,"ProduktbeschreibungArtikelnummer 2008824Zutaten & AllergeneZutaten: 40 % Getrocknete Cranberries (Cranberries, Zucker, Sonnenblumenöl), ERDNUSSKERNE (blanchiert, geröstet), WALNUSSKERNE, MANDELN (blanchiert), CASHEWKERNEIn unserer Produktion werden auch Schalenfrüchte und Erdnüsse verarbeitet.Allergenhinweise: Kann enthalten: Nüsse und Nusserzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie2.113 kJEnergie507 kcalFett31 gFett, davon gesättigte Fettsäuren4,4 gKohlenhydrate37 gKohlenhydrate, davon Zucker30 gEiweiß15 gSalz0,03 gHinweiseAufbewahrungs- und Verwendungshinweis: Bei trockener Lagerung mindestens haltbar bis Ende: siehe VerpackungsaufdruckInformation: unter Schutzatmosphäre verpacktArtikeldetailsMarke: MarylandUrsprungsland: DeutschlandKontaktKontaktname: Maryland Trockenfrucht Vertriebs GmbHKontaktadresse: Heidekoppel 31, 24558 Henstedt-UlzburgFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",2008824
